Time [s],Packet ID,MOSI,MISO
0.0000000600,0,0x0000,
0.0000016000,0,0x0000,
0.0000031400,0,0x0000,
0.0000090800,3,0x1000,
0.0000106200,3,0x2A80,
0.0000121600,3,0x2A80,
0.0000137000,3,0x2A80,
0.0000152200,3,0x2A80,
0.0000167600,3,0x2A80,
0.0000183000,3,0x2A80,
0.0000198400,3,0x2A80,
0.0000223400,4,0x0000,
0.0000238600,4,0xD500,
0.0000254000,4,0xD500,
0.0000269400,4,0xD500,
0.0000284800,4,0xD500,
0.0000300200,4,0xD500,
0.0000315400,4,0xD500,
0.0000330800,4,0xD500,
0.0000354800,5,0x0007,
0.0000370200,5,0x8087,
0.0000385600,5,0x8087,
0.0000401000,5,0x8087,
0.0000416200,5,0x8087,
0.0000431600,5,0x8087,
0.0000447000,5,0x8087,
0.0000462400,5,0x8087,
0.0000486400,6,0x0000,
0.0000501800,6,0x2A80,
0.0000517000,6,0x2A80,
0.0000532400,6,0x2A80,
0.0000547800,6,0x2A80,
0.0000563200,6,0x2A80,
0.0000578600,6,0x2A80,
0.0000593800,6,0x2A80,
0.0000617800,7,0x0000,
0.0000633200,7,0xAA80,
0.0000648600,7,0xAA80,
0.0000664000,7,0xAA80,
0.0000679400,7,0xAA80,
0.0000694600,7,0xAA80,
0.0000710000,7,0xAA80,
0.0000725400,7,0xAA80,
0.0000749400,8,0x000C,
0.0000764800,8,0x2288,
0.0000780200,8,0xAD05,
0.0000795400,8,0x8C03,
0.0000810800,8,0x1F81,
0.0000826200,8,0x7900,
0.0000841600,8,0x8400,
0.0000857000,8,0x2280,
0.0000881000,9,0x000B,
0.0000896200,9,0xD788,
0.0000911600,9,0x7085,
0.0000927000,9,0x5E82,
0.0000942400,9,0xFF81,
0.0000957800,9,0x6580,
0.0000973000,9,0x7A80,
0.0000988400,9,0x1F00,
0.0001012400,10,0x000B,
0.0001027800,10,0xB308,
0.0001043200,10,0x3505,
0.0001058600,10,0x3202,
0.0001073800,10,0xE101,
0.0001089200,10,0x5300,
0.0001104600,10,0x7180,
0.0001120000,10,0x1C00,
0.0001144000,11,0x000B,
0.0001159400,11,0x6987,
0.0001174600,11,0xFB05,
0.0001190000,11,0x0682,
0.0001205400,11,0xB481,
0.0001220800,11,0x4100,
0.0001236200,11,0x6900,
0.0001251400,11,0x1980,
0.0001275400,12,0x000B,
0.0001290800,12,0x4587,
0.0001306200,12,0xC184,
0.0001321600,12,0xDB82,
0.0001337000,12,0x9781,
0.0001352200,12,0x2F80,
0.0001367600,12,0x6100,
0.0001383000,12,0x1800,
0.0001407000,13,0x000A,
0.0001422400,13,0xFE07,
0.0001437800,13,0xA504,
0.0001453000,13,0xB182,
0.0001468400,13,0x7B81,
0.0001483800,13,0x1F00,
0.0001499200,13,0x5980,
0.0001514600,13,0x1600,
0.0001538600,14,0x000A,
0.0001553800,14,0xB807,
0.0001569200,14,0x6D04,
0.0001584600,14,0x8902,
0.0001600000,14,0x6081,
0.0001615400,14,0x0F00,
0.0001630600,14,0x5280,
0.0001646000,14,0x1400,
0.0001670000,15,0x000A,
0.0001685400,15,0x9507,
0.0001700800,15,0x3684,
0.0001716200,15,0x6082,
0.0001731400,15,0x4600,
0.0001746800,15,0xFF80,
0.0001762200,15,0x4B80,
0.0001777600,15,0x1300,
0.0001801600,16,0x000A,
0.0001817000,16,0x5087,
0.0001832200,16,0x0084,
0.0001847600,16,0x3982,
0.0001863000,16,0x2C80,
0.0001878400,16,0xF080,
0.0001893800,16,0x4580,
0.0001909000,16,0x1100,
0.0001933000,17,0x000A,
0.0001948400,17,0x2E86,
0.0001963800,17,0xCB84,
0.0001979200,17,0x1382,
0.0001994600,17,0x1380,
0.0002010000,17,0xE200,
0.0002025200,17,0x3F80,
0.0002040600,17,0x0F80,
0.0002064600,18,0x0009,
0.0002080000,18,0xEB86,
0.0002095400,18,0x9803,
0.0002110800,18,0xEE01,
0.0002126000,18,0xFB80,
0.0002141400,18,0xCE00,
0.0002156800,18,0x3A00,
0.0002172200,18,0x0E80,
0.0002196200,19,0x0009,
0.0002211600,19,0xAA06,
0.0002226800,19,0x6503,
0.0002242200,19,0xC981,
0.0002257600,19,0xE400,
0.0002273000,19,0xC100,
0.0002288400,19,0x3500,
0.0002303600,19,0x0D80,
0.0002327600,20,0x0009,
0.0002343000,20,0x6906,
0.0002358400,20,0x3303,
0.0002373800,20,0xA581,
0.0002389000,20,0xCD00,
0.0002404400,20,0xB480,
0.0002419800,20,0x3000,
0.0002435200,20,0x0C00,
0.0002459200,21,0x0009,
0.0002474600,21,0x4906,
0.0002490000,21,0x0283,
0.0002505200,21,0x8301,
0.0002520600,21,0xB700,
0.0002536000,21,0xA900,
0.0002551400,21,0x2C00,
0.0002566800,21,0x0B80,
0.0002590800,22,0x0009,
0.0002606000,22,0x0A05,
0.0002621400,22,0xEA03,
0.0002636800,22,0x6101,
0.0002652200,22,0xA180,
0.0002667600,22,0x9D80,
0.0002682800,22,0x2A00,
0.0002698200,22,0x0B00,
0.0002722200,23,0x0008,
0.0002737600,23,0xCC05,
0.0002753000,23,0xBA83,
0.0002768400,23,0x3F81,
0.0002783600,23,0x8D00,
0.0002799000,23,0x9300,
0.0002814400,23,0x2600,
0.0002829800,23,0x0A00,
0.0002853800,24,0x0003,
0.0002869200,24,0x08A2,
0.0002884400,24,0x2B41,
0.0002899800,24,0x6300,
0.0002915200,24,0xC7E0,
0.0002930600,24,0x5E40,
0.0002946000,24,0x2100,
0.0002961200,24,0x08A0,
0.0002987200,25,0x000B,
0.0003002600,25,0xD788,
0.0003018000,25,0x7085,
0.0003033200,25,0x5E82,
0.0003048600,25,0xFF81,
0.0003064000,25,0x6580,
0.0003079400,25,0x7A80,
0.0003094800,25,0x1F00,
0.0003118800,26,0x000B,
0.0003134000,26,0xB308,
0.0003149400,26,0x3505,
0.0003164800,26,0x3202,
0.0003180200,26,0xE101,
0.0003195600,26,0x5300,
0.0003210800,26,0x7180,
0.0003226200,26,0x1C00,
0.0003250200,27,0x000B,
0.0003265600,27,0x6987,
0.0003281000,27,0xFB05,
0.0003296400,27,0x0682,
0.0003311600,27,0xB481,
0.0003327000,27,0x4100,
0.0003342400,27,0x6900,
0.0003357800,27,0x1980,
0.0003381800,28,0x000B,
0.0003397200,28,0x4587,
0.0003412400,28,0xC184,
0.0003427800,28,0xDB82,
0.0003443200,28,0x9781,
0.0003458600,28,0x2F80,
0.0003474000,28,0x6100,
0.0003489200,28,0x1800,
0.0003513200,29,0x000A,
0.0003528600,29,0xFE07,
0.0003544000,29,0xA504,
0.0003559400,29,0xB182,
0.0003574800,29,0x7B81,
0.0003590000,29,0x1F00,
0.0003605400,29,0x5980,
0.0003620800,29,0x1600,
0.0003644800,30,0x000A,
0.0003660200,30,0xB807,
0.0003675600,30,0x6D04,
0.0003690800,30,0x8902,
0.0003706200,30,0x6081,
0.0003721600,30,0x0F00,
0.0003737000,30,0x5280,
0.0003752400,30,0x1400,
0.0003776400,31,0x000A,
0.0003791600,31,0x9507,
0.0003807000,31,0x3684,
0.0003822400,31,0x6082,
0.0003837800,31,0x4600,
0.0003853200,31,0xFF80,
0.0003868400,31,0x4B80,
0.0003883800,31,0x1300,
0.0003907800,32,0x000A,
0.0003923200,32,0x5087,
0.0003938600,32,0x0084,
0.0003954000,32,0x3982,
0.0003969200,32,0x2C80,
0.0003984600,32,0xF080,
0.0004000000,32,0x4580,
0.0004015400,32,0x1100,
0.0004039400,33,0x000A,
0.0004054800,33,0x2E86,
0.0004070000,33,0xCB84,
